annearn,hrearn,exper,age,depends,married,tenure,educ,nrtheast,nrthcen,south,male,white,union,office,annhrs,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,vacdays,sicklve,insur,pension,annbens,hrbens,annhrssq,beratio,lannhrs,tenuresq,expersq,lannearn,peratio,vserat
17000,4.67,19,35,2,1,2,18,1,0,0,1,1,0,1,3640,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,0.87,1.32E+07,0.1859524,8.199739,4,361,9.740969,0.0743929,0.0731053
12500,5,12,28,0,1,2,18,0,1,0,1,1,0,1,2500,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.26,6250000,0.2528952,7.824046,4,144,9.433484,0.1011744,0.0994232
16000,9.92,32,50,0,0,15,18,0,0,0,0,1,1,1,1612.5,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,2.18,2600156,0.2201769,7.385541,225,1024,9.680344,0.1466469,0.0636394
14150,4.72,37,53,0,1,2,16,0,0,0,1,1,0,1,3000,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,1.17,9000000,0.2489633,8.006368,4,1369,9.55747,0.1658198,0.0719597
16000,10.81,22,42,1,1,15,18,0,0,0,1,1,1,1,1480,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,2.38,2190400,0.2201769,7.299798,225,484,9.680344,0.1466469,0.0636394
13300,7.34,14,30,0,0,2,18,0,0,0,0,1,0,1,1813,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,1.94,3286969,0.2648744,7.502738,4,196,9.49552,0.1764173,0.0765586
16500,8.59,32,48,2,1,8,18,0,1,0,1,1,0,1,1920,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,1.83,3686400,0.2135049,7.560081,64,1024,9.711116,0.142203,0.0617109
14600,5.1,34,54,7,0,4,18,0,0,1,1,0,0,1,2860,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,1.23,8179600,0.2412897,7.958577,16,1156,9.588777,0.1607089,0.0697418
22000,12.73,26,46,0,0,15,18,0,0,1,0,1,0,1,1728,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,2.04,2985984,0.1601286,7.45472,225,676,9.998797,0.1066523,0.0462832
22050,15.75,35,63,1,0,15,18,1,0,0,0,1,1,1,1400,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,2.52,1960000,0.1597655,7.244227,225,1225,10.00107,0.1064104,0.0461782
14200,5.16,9,36,2,1,0.5,18,0,1,0,1,0,0,1,2750,0,0,0,0,0,0,0,0,1,634.17,347.92,235.42,399.25,1616.76,0.59,7562500,0.1138563,7.919356,0.25,81,9.560997,0.0281162,0.0691613
14586,5.26,40,55,0,1,8,12,1,0,0,1,0,0,1,2773,0,0,0,0,0,0,0,0,1,709.77,254.05,575.91,0,1539.73,0.56,7689529,0.1055622,7.927685,64,1600,9.587817,0,0.0660784
17000,5.9,33,49,3,1,15,18,0,1,0,1,1,0,1,2880,0,0,0,0,0,0,0,0,1,1312.84,0,946.11,1231.44,3490.39,1.21,8294400,0.2053171,7.965546,225,1089,9.740969,0.0724376,0.0772259
12936,6,13,44,4,1,2,14,0,1,0,0,1,0,1,2156,0,0,0,0,0,0,0,0,1,637.51,0,748.07,0,1385.58,0.64,4648336,0.1071104,7.67601,4,169,9.46777,0,0.0492819
6659.99,3.33,10,26,0,1,0.5,13,0,1,0,1,1,0,0,2000,0,0,0,0,0,0,0,0,1,353.83,149.95,266.47,261.49,1031.74,0.52,4000000,0.1549161,7.600903,0.25,100,8.803873,0.0392628,0.0756427
7679.99,3.2,9,25,0,0,4,13,0,0,0,1,1,0,0,2400,0,0,0,0,0,0,0,0,1,353.83,149.95,266.47,261.49,1031.74,0.43,5760000,0.1343413,7.783224,16,81,8.946374,0.0340482,0.0655964
9399.99,4.7,7,26,1,0,4,12,0,1,0,0,1,0,0,2000,0,0,0,0,0,0,0,0,1,490.99,237.99,443.06,390.3,1562.34,0.78,4000000,0.1662066,7.600903,16,49,9.148464,0.0415213,0.0775511
12000,6.12,50,64,0,1,8,8,1,0,0,1,1,1,0,1960,0,0,0,0,0,0,0,0,1,542.45,319.45,821.27,0,1683.17,0.86,3841600,0.1402642,7.5807,64,2500,9.392662,0,0.071825
11739,5.46,3,22,0,0,2,13,0,1,0,0,1,0,0,2150,0,0,0,0,0,0,0,0,1,98.57,0,133.13,21.79,253.49,0.12,4622500,0.0215938,7.673223,4,9,9.370672,0.0018562,0.0083968
12364.8,6.44,20,37,2,1,15,13,0,1,0,0,1,1,0,1920,0,0,0,0,0,0,0,0,1,665.81,319.22,581.62,536.9,2103.55,1.1,3686400,0.1701241,7.560081,225,400,9.422609,0.0434217,0.079664
12500,7.29,31,47,4,1,8,12,1,0,0,1,1,1,0,1715,0,0,0,0,0,0,0,0,1,665.81,319.22,581.62,536.9,2103.55,1.23,2941225,0.168284,7.447168,64,961,9.433484,0.042952,0.0788024
10700,6.11,7,23,0,1,2,18,1,0,0,0,1,1,1,1750,0,0,0,0,0,0,0,0,1,553.67,257.63,398.91,404.22,1614.43,0.92,3062500,0.1508813,7.467371,4,49,9.277999,0.0377776,0.0758224
8789.76,4.36,8,27,1,1,4,14,0,0,1,0,1,0,1,2016,0,0,0,0,0,0,0,0,1,553.67,257.63,398.91,404.22,1614.43,0.8,4064256,0.1836717,7.608871,16,64,9.081343,0.0459876,0.0923006
11000,5.99,16,32,0,1,8,12,0,0,1,0,1,0,1,1837.5,0,0,0,0,0,0,0,0,1,553.67,257.63,398.91,404.22,1614.43,0.88,3376406,0.1467664,7.516161,64,256,9.305651,0.0367473,0.0737545
9199,4.6,6,22,0,0,2,12,0,1,0,0,1,0,1,2000,0,0,0,0,0,0,0,0,1,553.67,257.63,398.91,404.22,1614.43,0.81,4000000,0.1755006,7.600903,4,36,9.12685,0.0439417,0.0881944
8519.99,4.26,25,44,0,0,2,12,0,1,0,0,1,0,1,2000,0,0,0,0,0,0,0,0,1,553.67,257.63,398.91,404.22,1614.43,0.81,4000000,0.1894873,7.600903,4,625,9.050171,0.0474437,0.0952231
9600,4.8,1,23,0,0,0.5,16,0,0,1,0,1,0,1,2000,0,0,0,0,0,0,0,0,1,553.67,257.63,398.91,404.22,1614.43,0.81,4000000,0.1681698,7.600903,0.25,1,9.169518,0.0421062,0.0845104
11662,6.8,8,24,0,0,0.5,18,0,1,0,0,1,0,1,1715,0,0,0,0,0,0,0,0,1,553.67,257.63,398.91,404.22,1614.43,0.94,2941225,0.1384351,7.447168,0.25,64,9.364091,0.0346613,0.0695678
22000,9.17,10,35,2,1,2,18,0,0,0,1,1,0,1,2400,0,0,0,0,0,0,0,0,1,882.57,343.34,540.58,885.92,2652.41,1.11,5760000,0.1205641,7.783224,4,100,9.998797,0.0402691,0.0557232
16000,5.23,23,39,3,1,0.5,6,0,0,1,1,1,0,1,3060,0,0,0,0,0,0,0,0,1,882.57,343.34,540.58,885.92,2652.41,0.87,9363600,0.1657756,8.02617,0.25,529,9.680344,0.05537,0.0766194
22000,8.33,38,52,0,0,0.5,18,0,0,1,0,1,0,1,2640,0,0,0,0,0,0,0,0,1,882.57,343.34,540.58,885.92,2652.41,1,6969600,0.1205641,7.878534,0.25,1444,9.998797,0.0402691,0.0557232
15312.5,6.25,8,28,0,1,0.5,18,0,1,0,1,1,0,1,2450,0,0,0,0,0,0,0,0,1,1121.6,298.27,69.77,146.87,1636.51,0.67,6002500,0.1068741,7.803843,0.25,64,9.636425,0.0095915,0.0927262
20700,10,22,40,1,1,2,12,0,1,0,1,1,1,1,2070,0,0,0,0,0,0,0,0,1,1885,0,603.67,1152.67,3641.34,1.76,4284900,0.1759101,7.635304,4,484,9.937889,0.0556845,0.0910628
9000,4,3,21,0,0,0.5,10,0,0,1,1,0,0,0,2250,0,1,0,0,0,0,0,0,0,413.59,176.72,467.85,0,1058.16,0.47,5062500,0.1175733,7.718686,0.25,9,9.10498,0,0.06559
9600,5,1,20,0,0,0.5,13,0,0,1,1,1,0,0,1920,0,1,0,0,0,0,0,0,0,233.97,0,41.2,0,275.17,0.14,3686400,0.0286635,7.560081,0.25,1,9.169518,0,0.0243719
14280,5.1,12,28,3,1,0.5,16,0,0,1,1,1,0,0,2800,0,1,0,0,0,0,0,0,0,139.56,0,356.26,0,495.82,0.18,7840000,0.0347213,7.937375,0.25,144,9.566615,0,0.0097731
7500,4.29,25,46,1,0,8,12,0,1,0,0,1,0,1,1750,0,1,0,0,0,0,0,0,0,300.5,73,0,0,373.5,0.21,3062500,0.0498,7.467371,64,625,8.922658,0,0.0498
16000,8.16,40,53,0,1,15,16,0,0,1,1,1,0,1,1960,0,1,0,0,0,0,0,0,0,995.69,408.11,917.51,1452.01,3773.32,1.93,3841600,0.2358325,7.5807,225,1600,9.680344,0.0907506,0.0877375
30000,12.63,22,38,1,1,8,13,0,0,0,1,1,1,1,2375,0,1,0,0,0,0,0,0,0,995.69,408.11,917.51,1452.01,3773.32,1.59,5640625,0.1257773,7.772753,64,484,10.30895,0.0484003,0.0467933
9164.99,4.7,16,33,1,1,8,10,0,0,1,1,0,1,0,1950,0,1,0,0,0,0,0,0,0,1105.41,0,1556.5,1915.69,4577.6,2.35,3802500,0.4994659,7.575585,64,256,9.123146,0.2090226,0.1206122
10210.7,5.17,12,27,2,0,4,10,0,1,0,1,1,1,0,1975,0,0,1,0,0,0,0,0,0,453.63,1.45,568.03,421.65,1444.76,0.73,3900625,0.1414947,7.588324,16,144,9.231192,0.0412949,0.0445689
9214.39,4.43,35,51,2,1,0.5,6,0,1,0,1,1,1,0,2080,0,0,1,0,0,0,0,0,0,124,0,136.07,0,260.07,0.13,4326400,0.0282243,7.640123,0.25,1225,9.128522,0,0.0134572
16000,7.57,45,63,0,1,25,13,1,0,0,1,1,1,0,2115,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.18,4473225,0.1557056,7.65681,625,2025,9.680344,0.0498181,0.0512444
17012.8,6.2,17,33,2,1,15,12,0,1,0,1,1,1,0,2744,0,0,1,0,0,0,0,0,0,871.49,0,1404.89,978.43,3254.81,1.19,7529536,0.1913154,7.917172,225,289,9.741721,0.0575114,0.0512255
13160,7,40,56,0,1,15,13,0,0,0,1,1,0,0,1880,0,0,1,0,0,0,0,0,0,266.65,0,668.42,0,935.0699,0.5,3534400,0.0710539,7.539027,225,1600,9.484938,0,0.0202622
7915.38,3.85,4,21,3,0,2,16,0,0,0,0,0,0,1,2058,0,0,1,0,0,0,0,0,0,362.8,64,390,195.2,1012,0.49,4235364,0.1278524,7.62949,4,16,8.976563,0.0246608,0.0539203
13200,6.88,20,45,1,1,15,12,0,0,1,0,1,0,1,1920,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.75,3686400,0.2541409,7.560081,225,400,9.487972,0.0931985,0.0852629
35000,16.34,25,47,1,1,15,13,0,1,0,1,1,0,1,2142,0,0,1,0,0,0,0,0,0,710.69,187.31,776.67,0,1674.67,0.78,4588164,0.0478477,7.669495,225,625,10.4631,0,0.0256571
7659.99,3.83,7,26,0,0,8,12,0,1,0,0,1,1,0,2000,0,0,1,0,0,0,0,0,0,355.33,104.64,466.88,409.34,1336.19,0.67,4000000,0.1744376,7.600903,64,49,8.943766,0.0534387,0.0600484
7650,3.75,4,24,0,0,0.5,12,0,0,0,0,1,0,0,2040,0,0,1,0,0,0,0,0,0,101.39,0,115.64,0,217.03,0.11,4161600,0.0283699,7.620705,0.25,16,8.942461,0,0.0132536
17216.6,7.32,16,33,4,1,15,12,0,1,0,1,1,1,0,2352,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.56,5531904,0.2131617,7.763021,225,256,9.75363,0.0717343,0.0640248
8100,4.05,7,24,1,1,15,10,0,0,1,1,1,0,1,2000,0,0,1,0,0,0,0,0,0,642.34,0,415.94,667.17,1725.45,0.86,4000000,0.2130185,7.600903,225,49,8.999619,0.0823667,0.0793012
6526.8,3.33,17,33,0,0,8,10,1,0,0,0,1,0,0,1960,0,0,0,1,0,0,0,0,0,228.5,0,325.85,253.87,808.22,0.41,3841600,0.123831,7.5807,64,289,8.783672,0.0388965,0.0350095
5319.99,2.66,11,30,1,1,8,10,0,0,1,0,1,0,0,2000,0,0,0,1,0,0,0,0,0,228.5,0,325.85,253.87,808.22,0.4,4000000,0.1519213,7.600903,64,121,8.579226,0.04772,0.0429512
5879.99,2.8,3,20,0,0,0.5,8,0,0,1,0,1,0,0,2100,0,0,0,1,0,0,0,0,0,236.04,0,83.06,0,319.1,0.15,4410000,0.0542688,7.649693,0.25,9,8.679311,0,0.0401429
5500,2.75,26,47,2,1,8,6,1,0,0,0,1,0,0,2000,0,0,0,1,0,0,0,0,0,138.91,0,198.05,0,336.96,0.17,4000000,0.0612655,7.600903,64,676,8.612503,0,0.0252564
19824.7,9.04,4,24,0,1,2,16,0,0,0,1,1,1,0,2193,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.35,4809249,0.1498096,7.693026,4,16,9.894684,0.0532225,0.0535408
5605.6,2.6,10,27,2,1,4,10,0,0,1,0,0,1,0,2156,0,0,0,1,0,0,0,0,0,380.33,0,402.04,211.59,993.96,0.46,4648336,0.1773155,7.67601,16,100,8.631521,0.0377462,0.0678482
17860,10,41,57,0,1,25,12,0,0,0,1,1,1,0,1786,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.16,2,3189796,0.199673,7.487734,625,1681,9.790318,0.0705935,0.0700325
12397,7,28,45,3,1,25,12,0,1,0,1,1,1,0,1771,0,0,0,1,0,0,0,0,0,947.65,7.48,1323.8,1057.17,3336.1,1.88,3136441,0.2691054,7.4793,625,784,9.42521,0.0852763,0.0770453
18500,7.95,18,34,3,1,15,18,0,1,0,1,1,0,1,2327.5,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.57,5417256,0.1978924,7.75255,225,324,9.825526,0.0771038,0.0717859
5040,3,16,16,0,0,0.5,10,0,1,0,1,1,0,0,1680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2822400,0,7.426549,0.25,256,8.525162,0,0
9879.99,4.94,11,28,0,0,8,12,0,1,0,0,1,1,1,2000,0,0,0,0,1,0,0,0,0,314.25,0,587.65,316.85,1218.75,0.61,4000000,0.1233554,7.600903,64,121,9.198267,0.0320699,0.0318067
15000,8,7,25,0,1,8,12,1,0,0,1,1,1,1,1875,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.93,3515625,0.2406967,7.536364,64,49,9.615806,0.0944547,0.08993
16000,7.41,26,42,3,1,15,12,0,0,1,1,1,0,1,2160,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.67,4665600,0.2256531,7.677864,225,676,9.680344,0.0885512,0.0843094
11016,5.1,17,33,0,0,15,12,0,0,1,0,1,1,1,2160,0,0,0,0,1,0,0,0,0,589.33,249.13,784.31,1121.91,2744.68,1.27,4665600,0.249154,7.677864,225,289,9.307104,0.1018437,0.0761129
20500,9.3,12,32,1,1,2,16,1,0,0,1,1,0,1,2205,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,2.17,4862025,0.2331712,7.698483,4,144,9.92818,0.0997971,0.0844683
3298.68,2.31,1,19,0,0,0.5,13,1,0,0,0,1,0,0,1428,0,0,0,0,0,1,0,0,0,0,0,85,0,85,0.06,2039184,0.0257679,7.26403,0.25,1,8.101277,0,0
4400,2.75,4,20,0,0,0.5,12,0,0,0,1,1,0,0,1600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2560000,0,7.377759,0.25,16,8.389359,0,0
18216,7.2,22,38,2,1,15,13,1,0,0,1,1,0,0,2530,0,0,0,0,0,1,0,0,0,571.73,131.03,713.57,607.17,2023.5,0.8,6400900,0.1110837,7.835975,225,484,9.810056,0.0333317,0.0385793
7500,3.26,5,21,0,1,2,13,0,0,0,0,1,1,1,2304,0,0,0,0,0,1,0,0,0,268.55,69.75,318.79,419.68,1076.77,0.47,5308416,0.1435693,7.742402,4,25,8.922658,0.0559573,0.0451067
4811.85,2.55,2,43,2,1,0.5,12,0,1,0,0,1,0,1,1887,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3560769,0,7.542744,0.25,4,8.478837,0,0
8500,4.63,35,55,0,0,15,12,0,1,0,0,1,0,1,1837.5,0,0,0,0,0,1,0,0,0,385.47,131.89,403.1,595.53,1515.99,0.83,3376406,0.1783518,7.516161,225,1225,9.047821,0.0700624,0.0608659
9450,4.72,6,22,0,0,0.5,13,1,0,0,1,1,0,1,2000,0,0,0,0,0,1,0,0,0,403.17,121.44,490.63,8.73,1023.97,0.51,4000000,0.1083566,7.600903,0.25,36,9.15377,0.0009238,0.0555143
15000,3.75,5,20,0,0,2,13,1,0,0,1,1,0,1,4000,0,0,0,0,0,1,0,0,0,617.62,0,312.92,0,930.54,0.23,1.60E+07,0.062036,8.294049,4,25,9.615806,0,0.0411747
5880,3,47,63,4,1,8,6,0,0,1,0,0,0,0,1960,0,0,0,0,0,0,1,0,0,320.51,129.32,204.95,0,654.78,0.33,3841600,0.1113571,7.5807,64,2209,8.679312,0,0.0765017
5625,3,2,18,0,0,0.5,12,1,0,0,0,1,0,1,1875,0,0,0,0,0,0,1,0,0,358.75,134.87,304.36,503.2,1301.18,0.69,3515625,0.2313209,7.536364,0.25,4,8.634976,0.0894578,0.0877547
7711.84,4.2,21,40,3,1,4,12,0,0,1,0,1,0,1,1837.5,0,0,0,0,0,0,1,0,0,358.75,134.87,304.36,503.2,1301.18,0.71,3376406,0.168725,7.516161,16,441,8.950512,0.0652503,0.0640081
10118.5,5.74,5,59,0,0,4,10,1,0,0,0,1,0,1,1764,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,1.04,3111696,0.1809675,7.475339,16,25,9.22212,0.0730929,0.0630953
13569.2,6.92,38,54,2,0,15,12,1,0,0,1,0,0,1,1960,0,0,0,0,0,0,1,0,0,868.77,404.34,673.74,1297.44,3244.29,1.66,3841600,0.2390922,7.5807,225,1444,9.515558,0.0956165,0.0938235
6426,3.36,6,25,3,1,2,10,0,1,0,1,1,0,0,1912.5,0,0,0,0,0,0,0,1,0,118.88,59.65,0,0,178.53,0.09,3657656,0.0277824,7.556167,4,36,8.768107,0,0.0277824
6500,2.5,15,37,3,1,2,10,0,0,1,0,1,0,0,2600,0,0,0,0,0,0,0,1,0,133.18,0,297.14,109.32,539.64,0.21,6760000,0.0830215,7.863267,4,225,8.779557,0.0168185,0.0204892
8400,4.86,25,54,0,1,15,13,0,0,1,0,1,0,1,1728,0,0,0,0,0,0,0,1,0,412.37,120.24,406.41,626.16,1565.18,0.91,2985984,0.1863309,7.45472,225,625,9.035987,0.0745429,0.063406
12000,3.85,34,50,1,1,4,12,0,1,0,0,1,0,1,3120,0,0,0,0,0,0,0,1,0,412.37,120.24,406.41,626.16,1565.18,0.5,9734400,0.1304317,8.045588,16,1156,9.392662,0.05218,0.0443842
9250,3.52,27,43,3,1,8,12,0,0,1,1,1,0,1,2625,0,0,0,0,0,0,0,1,0,395.18,4.15,427.47,0,826.8,0.31,6890625,0.0893838,7.872836,64,729,9.132379,0,0.0431708
119000,85,60,62,0,1,2,12,0,0,1,1,1,0,1,1400,0,0,0,0,0,0,0,1,0,0,0,132,0,132,0.09,1960000,0.0011092,7.244227,4,3600,11.68688,0,0
4126.15,2.58,6,24,2,1,0.5,12,0,0,1,0,1,0,0,1600,0,0,0,0,0,0,0,0,1,248.5,100.13,164.52,236.58,749.73,0.47,2560000,0.1817021,7.377759,0.25,36,8.3251,0.0573367,0.0844928
6143.99,3.2,5,26,0,0,2,12,0,0,0,0,1,1,0,1920,0,0,0,0,0,0,0,0,1,175.85,105.07,225.46,0,506.38,0.26,3686400,0.0824188,7.560081,4,25,8.723229,0,0.0457227
4415.99,2.3,3,24,0,0,0.5,13,0,0,1,0,0,0,0,1920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3686400,0,7.560081,0.25,9,8.392987,0,0
9600,4,5,22,0,0,0.5,13,0,0,1,1,1,0,0,2400,0,0,0,0,0,0,0,0,1,439.5,204.08,451.04,504.28,1598.9,0.67,5760000,0.1665521,7.783224,0.25,25,9.169518,0.0525292,0.0670396
6762,3.45,3,19,0,0,0.5,13,0,1,0,1,1,0,1,1960,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.53,3841600,0.1535019,7.5807,0.25,9,8.819074,0.0445859,0.0722212
11025,5.63,40,57,0,0,15,10,1,0,0,0,0,1,1,1960,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.84,3841600,0.1487102,7.5807,225,1600,9.30792,0.0459483,0.0712172
9692.3,5.05,5,30,2,0,0.5,14,0,0,1,0,1,0,1,1920,0,0,0,0,0,0,0,0,1,283,106.5,300.33,584.5,1274.33,0.66,3686400,0.1314786,7.560081,0.25,25,9.179087,0.0603056,0.0401865
10176.9,5.19,15,50,1,1,8,13,0,1,0,0,1,0,1,1960,0,0,0,0,0,0,0,0,1,283,106.5,300.33,584.5,1274.33,0.65,3841600,0.1252179,7.5807,64,225,9.227876,0.057434,0.038273
8014.99,4.58,20,36,2,0,0.5,14,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,1,794,84,290,353,1521,0.87,3062500,0.1897694,7.467371,0.25,400,8.989069,0.0440425,0.1095447
9180,4.5,11,35,0,1,0.5,13,0,0,0,0,1,0,1,2040,0,0,0,0,0,0,0,0,1,543.74,0,664.83,656.91,1865.48,0.91,4161600,0.2032113,7.620705,0.25,121,9.124783,0.0715588,0.0592309
15000,7.44,23,51,0,1,25,16,0,0,1,0,1,0,1,2016,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.57,4064256,0.210746,7.608871,625,529,9.615806,0.084312,0.0828527
39000,19.12,11,37,2,1,2,18,1,0,0,1,0,0,1,2040,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,1.73,4161600,0.090329,7.620705,4,121,10.57132,0.0601628,0.0261085
9707.99,4.67,13,44,1,0,4,6,0,0,0,0,1,1,0,2080,0,0,0,0,0,0,0,0,1,490.99,237.99,443.06,390.3,1562.34,0.75,4326400,0.1609334,7.640123,16,169,9.180704,0.040204,0.0750907
7680,4,9,31,1,1,8,10,0,0,1,1,1,1,0,1920,0,1,0,0,0,0,0,0,0,195,39,451.2,400,1085.2,0.57,3686400,0.1413021,7.560081,64,81,8.946375,0.0520833,0.0304688
15504,7.6,40,62,0,0,2,8,0,1,0,1,1,1,0,2040,0,1,0,0,0,0,0,0,0,0,0,819.9,888.49,1708.39,0.84,4161600,0.1101903,7.620705,4,1600,9.648853,0.0573071,0
6935.99,3.4,6,23,0,1,2,12,0,0,0,0,1,0,0,2040,0,0,1,0,0,0,0,0,0,281.69,1.17,386.5,296.51,965.87,0.47,4161600,0.1392548,7.620705,4,36,8.84448,0.0427495,0.0407815
7046.15,3.14,4,25,0,1,0.5,14,0,0,1,1,1,0,0,2244,0,0,1,0,0,0,0,0,0,276.02,0,428.95,0,704.97,0.31,5035536,0.1000504,7.716015,0.25,16,8.860236,0,0.0391732
9562.5,5,45,61,0,1,25,10,1,0,0,1,1,0,1,1912.5,0,0,1,0,0,0,0,0,0,642.34,0,415.94,667.17,1725.45,0.9,3657656,0.1804392,7.556167,625,2025,9.165605,0.0697694,0.0671728
4991.99,2.4,10,56,0,0,2,6,0,0,1,0,1,0,0,2080,0,0,0,1,0,0,0,0,0,178.55,1.69,176.21,0,356.45,0.17,4326400,0.0714044,7.640123,4,100,8.51559,0,0.0361058
5040,3,23,58,0,1,25,8,0,0,1,0,1,1,0,1680,0,0,0,1,0,0,0,0,0,342.77,58.82,354.3,287.17,1043.06,0.62,2822400,0.2069563,7.426549,625,529,8.525162,0.0569782,0.0796806
2880,3,1,18,0,0,0.5,12,1,0,0,1,1,0,0,960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,921600,0,6.866933,0.25,1,7.965546,0,0
1150,1.15,9,47,0,1,2,12,1,0,0,0,1,0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000000,0,6.907755,4,81,7.047517,0,0
3456,2.7,1,23,0,0,2,16,0,0,0,0,1,0,1,1280,0,0,0,0,0,1,0,0,0,144,0,28,0,172,0.13,1638400,0.0497685,7.154615,4,1,8.147867,0,0.0416667
1614.6,2.3,37,23,0,0,0.5,12,1,0,0,1,1,0,1,702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,492804,0,6.553934,0.25,1369,7.386843,0,0
8313,3.84,26,53,0,1,25,8,0,1,0,1,1,0,0,2167.5,0,0,0,0,0,1,0,0,0,294.57,0,62.59,0,357.16,0.16,4698056,0.042964,7.68133,625,676,9.025576,0,0.0354349
13230,4.9,3,19,0,0,2,12,1,0,0,1,1,0,0,2700,0,0,0,0,0,1,0,0,0,546.7,0,747.16,964.91,2258.77,0.84,7290000,0.1707309,7.901007,4,9,9.490242,0.0729335,0.0413228
2611.2,1.7,7,24,0,1,4,12,0,0,1,0,1,1,0,1536,0,0,0,0,0,1,0,0,0,78.46,10.44,62.2,93.5,244.6,0.16,2359296,0.0936734,7.336937,16,49,7.867565,0.0358073,0.0340456
3796,1.49,25,52,0,0,15,12,0,0,1,0,0,0,0,2548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6492304,0,7.843064,225,625,8.241703,0,0
4799.99,1.03,45,58,7,1,2,6,0,0,0,1,1,0,1,4680,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.19E+07,0,8.451054,4,2025,8.476369,0,0
8745.76,4.89,3,24,0,0,0.5,13,0,0,0,1,1,1,1,1788.5,0,0,0,0,0,0,0,1,0,412.37,120.24,406.41,626.16,1565.18,0.88,3198732,0.1789644,7.489132,0.25,9,9.076324,0.0715958,0.0608992
1820.54,1.86,12,49,0,1,0.5,12,0,1,0,0,1,0,1,980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,960400,0,6.887553,0.25,144,7.506888,0,0
8820,4.5,8,31,2,0,2,13,0,0,0,0,1,0,0,1960,0,0,0,0,0,0,0,0,1,570.5,207.3,141.6,206.89,1126.29,0.57,3841600,0.1276973,7.5807,4,64,9.084777,0.0234569,0.0881859
5000,2.5,6,35,4,1,0.5,13,0,0,1,0,1,0,1,2000,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.52,4000000,0.207596,7.600903,0.25,36,8.517193,0.060298,0.097672
7680,4.32,16,32,0,1,15,12,0,0,1,0,1,0,1,1776,0,0,0,0,0,0,0,0,1,463.1,129.17,195.3,438.58,1226.15,0.69,3154176,0.1596549,7.482119,225,256,8.946375,0.0571068,0.0771185
8500,3.94,2,22,0,1,0.5,16,0,1,0,0,1,0,1,2160,1,0,0,0,0,0,0,0,0,649,288.21,342.49,587,1866.7,0.86,4665600,0.2196118,7.677864,0.25,4,9.047821,0.0690588,0.11026
6487.2,2.65,7,23,0,0,0.5,10,0,0,1,1,1,0,0,2448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5992704,0,7.803027,0.25,49,8.777586,0,0
9543.6,7.23,3,19,0,0,0.5,12,0,1,0,1,1,1,0,1320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1742400,0,7.185387,0.25,9,9.163626,0,0
